group,boro,outcome,count,day
Boroughwide,QN,HOSPITALIZED_COUNT,15832,2020-05-18
Boroughwide,QN,DEATH_COUNT,4784,2020-05-18
Boroughwide,QN,CASE_RATE,2578.25,2020-05-18
Boroughwide,QN,HOSPITALIZED_RATE,694.72,2020-05-18
Boroughwide,QN,DEATH_RATE,209.93,2020-05-18
Boroughwide,SI,CASE_COUNT,12969,2020-05-18
Boroughwide,SI,HOSPITALIZED_COUNT,2194,2020-05-18
Boroughwide,SI,DEATH_COUNT,767,2020-05-18
Boroughwide,SI,CASE_RATE,2723.56,2020-05-18
Boroughwide,SI,HOSPITALIZED_RATE,460.75,2020-05-18
Boroughwide,SI,DEATH_RATE,161.07,2020-05-18
Female,BK,CASE_COUNT,25835,2020-05-19
Female,BK,HOSPITALIZED_COUNT,5983,2020-05-19
Female,BK,DEATH_COUNT,1918,2020-05-19
Female,BK,CASE_RATE,1900.94,2020-05-19
Female,BK,HOSPITALIZED_RATE,440.23,2020-05-19
Female,BK,DEATH_RATE,141.13,2020-05-19
Female,BX,CASE_COUNT,21736,2020-05-19
Female,BX,HOSPITALIZED_COUNT,5150,2020-05-19
Female,BX,DEATH_COUNT,1378,2020-05-19
Female,BX,CASE_RATE,2870.45,2020-05-19
Female,BX,HOSPITALIZED_RATE,680.11,2020-05-19
Female,BX,DEATH_RATE,181.98,2020-05-19
Female,MN,CASE_COUNT,11072,2020-05-19
Female,MN,HOSPITALIZED_COUNT,3124,2020-05-19
Female,MN,DEATH_COUNT,873,2020-05-19
Female,MN,CASE_RATE,1291.12,2020-05-19
Female,MN,HOSPITALIZED_RATE,364.29,2020-05-19
Female,MN,DEATH_RATE,101.8,2020-05-19
Female,QN,CASE_COUNT,27997,2020-05-19
Female,QN,HOSPITALIZED_COUNT,6598,2020-05-19
Female,QN,DEATH_COUNT,1803,2020-05-19
Female,QN,CASE_RATE,2385.73,2020-05-19
Female,QN,HOSPITALIZED_RATE,562.24,2020-05-19
Female,QN,DEATH_RATE,153.64,2020-05-19
Female,SI,CASE_COUNT,6133,2020-05-19
Female,SI,HOSPITALIZED_COUNT,922,2020-05-19
Female,SI,DEATH_COUNT,311,2020-05-19
Female,SI,CASE_RATE,2499.04,2020-05-19
Female,SI,HOSPITALIZED_RATE,375.69,2020-05-19
Female,SI,DEATH_RATE,126.72,2020-05-19
Male,BK,CASE_COUNT,26420,2020-05-19
Male,BK,HOSPITALIZED_COUNT,7597,2020-05-19
Male,BK,DEATH_COUNT,2941,2020-05-19
Male,BK,CASE_RATE,2158.91,2020-05-19
Male,BK,HOSPITALIZED_RATE,620.79,2020-05-19
Male,BK,DEATH_RATE,240.32,2020-05-19
Male,BX,CASE_COUNT,21752,2020-05-19
Male,BX,HOSPITALIZED_COUNT,6264,2020-05-19
Male,BX,DEATH_COUNT,2024,2020-05-19
Male,BX,CASE_RATE,3223,2020-05-19
Male,BX,HOSPITALIZED_RATE,928.14,2020-05-19
Male,BX,DEATH_RATE,299.9,2020-05-19
Male,MN,CASE_COUNT,12693,2020-05-19
Male,MN,HOSPITALIZED_COUNT,4290,2020-05-19
Male,MN,DEATH_COUNT,1293,2020-05-19
Male,MN,CASE_RATE,1645.98,2020-05-19
Male,MN,HOSPITALIZED_RATE,556.31,2020-05-19
Male,MN,DEATH_RATE,167.67,2020-05-19
Male,QN,CASE_COUNT,30888,2020-05-19
Male,QN,HOSPITALIZED_COUNT,9315,2020-05-19
Male,QN,DEATH_COUNT,2984,2020-05-19
Male,QN,CASE_RATE,2794.31,2020-05-19
Male,QN,HOSPITALIZED_RATE,842.69,2020-05-19
Male,QN,DEATH_RATE,269.95,2020-05-19
Male,SI,CASE_COUNT,6848,2020-05-19
Male,SI,HOSPITALIZED_COUNT,1276,2020-05-19
Male,SI,DEATH_COUNT,457,2020-05-19
Male,SI,CASE_RATE,2967.52,2020-05-19
Male,SI,HOSPITALIZED_RATE,552.94,2020-05-19
Male,SI,DEATH_RATE,198.04,2020-05-19
Boroughwide,BK,CASE_COUNT,52347,2020-05-19
Boroughwide,BK,HOSPITALIZED_COUNT,13620,2020-05-19
Boroughwide,BK,DEATH_COUNT,4894,2020-05-19
Boroughwide,BK,CASE_RATE,2026.73,2020-05-19
Boroughwide,BK,HOSPITALIZED_RATE,527.33,2020-05-19
Boroughwide,BK,DEATH_RATE,189.48,2020-05-19
Boroughwide,BX,CASE_COUNT,43508,2020-05-19
Boroughwide,BX,HOSPITALIZED_COUNT,11420,2020-05-19
Boroughwide,BX,DEATH_COUNT,3409,2020-05-19
Boroughwide,BX,CASE_RATE,3037.99,2020-05-19
Boroughwide,BX,HOSPITALIZED_RATE,797.41,2020-05-19
Boroughwide,BX,DEATH_RATE,238.04,2020-05-19
Boroughwide,MN,CASE_COUNT,23790,2020-05-19
Boroughwide,MN,HOSPITALIZED_COUNT,7423,2020-05-19
Boroughwide,MN,DEATH_COUNT,2173,2020-05-19
Boroughwide,MN,CASE_RATE,1460.67,2020-05-19
Boroughwide,MN,HOSPITALIZED_RATE,455.76,2020-05-19
Boroughwide,MN,DEATH_RATE,133.42,2020-05-19
Boroughwide,QN,CASE_COUNT,58921,2020-05-19
Boroughwide,QN,HOSPITALIZED_COUNT,15931,2020-05-19
Boroughwide,QN,DEATH_COUNT,4801,2020-05-19
Boroughwide,QN,CASE_RATE,2585.49,2020-05-19
Boroughwide,QN,HOSPITALIZED_RATE,699.06,2020-05-19
Boroughwide,QN,DEATH_RATE,210.67,2020-05-19
Boroughwide,SI,CASE_COUNT,12988,2020-05-19
Boroughwide,SI,HOSPITALIZED_COUNT,2199,2020-05-19
Boroughwide,SI,DEATH_COUNT,770,2020-05-19
Boroughwide,SI,CASE_RATE,2727.55,2020-05-19
Boroughwide,SI,HOSPITALIZED_RATE,461.8,2020-05-19
Boroughwide,SI,DEATH_RATE,161.7,2020-05-19
Female,BK,CASE_COUNT,25944,2020-05-20
Female,BK,HOSPITALIZED_COUNT,5997,2020-05-20
Female,BK,DEATH_COUNT,1940,2020-05-20
Female,BK,CASE_RATE,1908.96,2020-05-20
Female,BK,HOSPITALIZED_RATE,441.26,2020-05-20
Female,BK,DEATH_RATE,142.75,2020-05-20
Female,BX,CASE_COUNT,21801,2020-05-20
Female,BX,HOSPITALIZED_COUNT,5164,2020-05-20
Female,BX,DEATH_COUNT,1390,2020-05-20
Female,BX,CASE_RATE,2879.04,2020-05-20
Female,BX,HOSPITALIZED_RATE,681.96,2020-05-20
Female,BX,DEATH_RATE,183.56,2020-05-20
Female,MN,CASE_COUNT,11118,2020-05-20
Female,MN,HOSPITALIZED_COUNT,3130,2020-05-20
Female,MN,DEATH_COUNT,879,2020-05-20
Female,MN,CASE_RATE,1296.48,2020-05-20
Female,MN,HOSPITALIZED_RATE,364.99,2020-05-20
Female,MN,DEATH_RATE,102.5,2020-05-20
Female,QN,CASE_COUNT,28141,2020-05-20
Female,QN,HOSPITALIZED_COUNT,6603,2020-05-20
Female,QN,DEATH_COUNT,1817,2020-05-20
Female,QN,CASE_RATE,2398.01,2020-05-20
Female,QN,HOSPITALIZED_RATE,562.67,2020-05-20
Female,QN,DEATH_RATE,154.83,2020-05-20
Female,SI,CASE_COUNT,6148,2020-05-20
Female,SI,HOSPITALIZED_COUNT,925,2020-05-20
Female,SI,DEATH_COUNT,312,2020-05-20
Female,SI,CASE_RATE,2505.15,2020-05-20
Female,SI,HOSPITALIZED_RATE,376.91,2020-05-20
Female,SI,DEATH_RATE,127.13,2020-05-20
Male,BK,CASE_COUNT,26535,2020-05-20
Male,BK,HOSPITALIZED_COUNT,7620,2020-05-20
Male,BK,DEATH_COUNT,2964,2020-05-20
Male,BK,CASE_RATE,2168.31,2020-05-20
Male,BK,HOSPITALIZED_RATE,622.67,2020-05-20
Male,BK,DEATH_RATE,242.2,2020-05-20
Male,BX,CASE_COUNT,21836,2020-05-20
Male,BX,HOSPITALIZED_COUNT,6280,2020-05-20
Male,BX,DEATH_COUNT,2034,2020-05-20
Male,BX,CASE_RATE,3235.44,2020-05-20
Male,BX,HOSPITALIZED_RATE,930.51,2020-05-20
Male,BX,DEATH_RATE,301.38,2020-05-20
Male,MN,CASE_COUNT,12740,2020-05-20
Male,MN,HOSPITALIZED_COUNT,4293,2020-05-20
Male,MN,DEATH_COUNT,1306,2020-05-20
Male,MN,CASE_RATE,1652.08,2020-05-20
Male,MN,HOSPITALIZED_RATE,556.7,2020-05-20
Male,MN,DEATH_RATE,169.36,2020-05-20
Male,QN,CASE_COUNT,31006,2020-05-20
Male,QN,HOSPITALIZED_COUNT,9331,2020-05-20
Male,QN,DEATH_COUNT,3005,2020-05-20
Male,QN,CASE_RATE,2804.99,2020-05-20
Male,QN,HOSPITALIZED_RATE,844.14,2020-05-20
Male,QN,DEATH_RATE,271.85,2020-05-20
Male,SI,CASE_COUNT,6863,2020-05-20
Male,SI,HOSPITALIZED_COUNT,1279,2020-05-20
Male,SI,DEATH_COUNT,461,2020-05-20
Male,SI,CASE_RATE,2974.02,2020-05-20
Male,SI,HOSPITALIZED_RATE,554.24,2020-05-20
Male,SI,DEATH_RATE,199.77,2020-05-20
Boroughwide,BK,CASE_COUNT,52551,2020-05-20
Boroughwide,BK,HOSPITALIZED_COUNT,13637,2020-05-20
Boroughwide,BK,DEATH_COUNT,4922,2020-05-20
Boroughwide,BK,CASE_RATE,2034.63,2020-05-20
Boroughwide,BK,HOSPITALIZED_RATE,527.99,2020-05-20
Boroughwide,BK,DEATH_RATE,190.57,2020-05-20
Boroughwide,BX,CASE_COUNT,43652,2020-05-20
Boroughwide,BX,HOSPITALIZED_COUNT,11447,2020-05-20
Boroughwide,BX,DEATH_COUNT,3427,2020-05-20
Boroughwide,BX,CASE_RATE,3048.04,2020-05-20
Boroughwide,BX,HOSPITALIZED_RATE,799.3,2020-05-20
Boroughwide,BX,DEATH_RATE,239.29,2020-05-20
Boroughwide,MN,CASE_COUNT,23881,2020-05-20
Boroughwide,MN,HOSPITALIZED_COUNT,7430,2020-05-20
Boroughwide,MN,DEATH_COUNT,2192,2020-05-20
Boroughwide,MN,CASE_RATE,1466.26,2020-05-20
Boroughwide,MN,HOSPITALIZED_RATE,456.19,2020-05-20
Boroughwide,MN,DEATH_RATE,134.59,2020-05-20
Boroughwide,QN,CASE_COUNT,59174,2020-05-20
Boroughwide,QN,HOSPITALIZED_COUNT,15943,2020-05-20
Boroughwide,QN,DEATH_COUNT,4826,2020-05-20
Boroughwide,QN,CASE_RATE,2596.6,2020-05-20
Boroughwide,QN,HOSPITALIZED_RATE,699.59,2020-05-20
Boroughwide,QN,DEATH_RATE,211.77,2020-05-20
Boroughwide,SI,CASE_COUNT,13017,2020-05-20
Boroughwide,SI,HOSPITALIZED_COUNT,2205,2020-05-20
Boroughwide,SI,DEATH_COUNT,774,2020-05-20
Boroughwide,SI,CASE_RATE,2733.64,2020-05-20
Boroughwide,SI,HOSPITALIZED_RATE,463.06,2020-05-20
Boroughwide,SI,DEATH_RATE,162.54,2020-05-20
Female,BK,CASE_COUNT,26030,2020-05-21
Female,BK,HOSPITALIZED_COUNT,6007,2020-05-21
Female,BK,DEATH_COUNT,1955,2020-05-21
Female,BK,CASE_RATE,1915.29,2020-05-21
Female,BK,HOSPITALIZED_RATE,441.99,2020-05-21
Female,BK,DEATH_RATE,143.85,2020-05-21
Female,BX,CASE_COUNT,21837,2020-05-21
Female,BX,HOSPITALIZED_COUNT,5183,2020-05-21
Female,BX,DEATH_COUNT,1398,2020-05-21
Female,BX,CASE_RATE,2883.79,2020-05-21
Female,BX,HOSPITALIZED_RATE,684.47,2020-05-21
Female,BX,DEATH_RATE,184.62,2020-05-21
Female,MN,CASE_COUNT,11166,2020-05-21
Female,MN,HOSPITALIZED_COUNT,3143,2020-05-21
Female,MN,DEATH_COUNT,891,2020-05-21
Female,MN,CASE_RATE,1302.08,2020-05-21
Female,MN,HOSPITALIZED_RATE,366.51,2020-05-21
Female,MN,DEATH_RATE,103.9,2020-05-21
Female,QN,CASE_COUNT,28236,2020-05-21
Female,QN,HOSPITALIZED_COUNT,6616,2020-05-21
Female,QN,DEATH_COUNT,1830,2020-05-21
Female,QN,CASE_RATE,2406.1,2020-05-21
Female,QN,HOSPITALIZED_RATE,563.78,2020-05-21
Female,QN,DEATH_RATE,155.94,2020-05-21
Female,SI,CASE_COUNT,6163,2020-05-21
Female,SI,HOSPITALIZED_COUNT,926,2020-05-21
Female,SI,DEATH_COUNT,313,2020-05-21
Female,SI,CASE_RATE,2511.27,2020-05-21
Female,SI,HOSPITALIZED_RATE,377.32,2020-05-21
Female,SI,DEATH_RATE,127.54,2020-05-21
Male,BK,CASE_COUNT,26625,2020-05-21
Male,BK,HOSPITALIZED_COUNT,7636,2020-05-21
Male,BK,DEATH_COUNT,2977,2020-05-21
Male,BK,CASE_RATE,2175.66,2020-05-21
Male,BK,HOSPITALIZED_RATE,623.98,2020-05-21
Male,BK,DEATH_RATE,243.27,2020-05-21
Male,BX,CASE_COUNT,21865,2020-05-21
Male,BX,HOSPITALIZED_COUNT,6286,2020-05-21
Male,BX,DEATH_COUNT,2040,2020-05-21
Male,BX,CASE_RATE,3239.74,2020-05-21
Male,BX,HOSPITALIZED_RATE,931.4,2020-05-21
Male,BX,DEATH_RATE,302.27,2020-05-21
Male,MN,CASE_COUNT,12761,2020-05-21
Male,MN,HOSPITALIZED_COUNT,4305,2020-05-21
Male,MN,DEATH_COUNT,1319,2020-05-21
Male,MN,CASE_RATE,1654.8,2020-05-21
Male,MN,HOSPITALIZED_RATE,558.26,2020-05-21
Male,MN,DEATH_RATE,171.04,2020-05-21
Male,QN,CASE_COUNT,31067,2020-05-21
Male,QN,HOSPITALIZED_COUNT,9334,2020-05-21
Male,QN,DEATH_COUNT,3014,2020-05-21
Male,QN,CASE_RATE,2810.5,2020-05-21
Male,QN,HOSPITALIZED_RATE,844.41,2020-05-21
Male,QN,DEATH_RATE,272.66,2020-05-21
Male,SI,CASE_COUNT,6876,2020-05-21
Male,SI,HOSPITALIZED_COUNT,1281,2020-05-21
Male,SI,DEATH_COUNT,465,2020-05-21
Male,SI,CASE_RATE,2979.65,2020-05-21
Male,SI,HOSPITALIZED_RATE,555.11,2020-05-21
Male,SI,DEATH_RATE,201.5,2020-05-21
Boroughwide,BK,CASE_COUNT,52712,2020-05-21
Boroughwide,BK,HOSPITALIZED_COUNT,13657,2020-05-21
Boroughwide,BK,DEATH_COUNT,4941,2020-05-21
Boroughwide,BK,CASE_RATE,2040.86,2020-05-21
Boroughwide,BK,HOSPITALIZED_RATE,528.76,2020-05-21
Boroughwide,BK,DEATH_RATE,191.3,2020-05-21
Boroughwide,BX,CASE_COUNT,43713,2020-05-21
Boroughwide,BX,HOSPITALIZED_COUNT,11469,2020-05-21
Boroughwide,BX,DEATH_COUNT,3438,2020-05-21
Boroughwide,BX,CASE_RATE,3052.3,2020-05-21
Boroughwide,BX,HOSPITALIZED_RATE,800.83,2020-05-21
Boroughwide,BX,DEATH_RATE,240.06,2020-05-21
Boroughwide,MN,CASE_COUNT,23943,2020-05-21
Boroughwide,MN,HOSPITALIZED_COUNT,7450,2020-05-21
Boroughwide,MN,DEATH_COUNT,2212,2020-05-21
Boroughwide,MN,CASE_RATE,1470.07,2020-05-21
Boroughwide,MN,HOSPITALIZED_RATE,457.42,2020-05-21
Boroughwide,MN,DEATH_RATE,135.81,2020-05-21
Boroughwide,QN,CASE_COUNT,59330,2020-05-21
Boroughwide,QN,HOSPITALIZED_COUNT,15960,2020-05-21
Boroughwide,QN,DEATH_COUNT,4851,2020-05-21
Boroughwide,QN,CASE_RATE,2603.44,2020-05-21
Boroughwide,QN,HOSPITALIZED_RATE,700.34,2020-05-21
Boroughwide,QN,DEATH_RATE,212.87,2020-05-21
Boroughwide,SI,CASE_COUNT,13043,2020-05-21
Boroughwide,SI,HOSPITALIZED_COUNT,2207,2020-05-21
Boroughwide,SI,DEATH_COUNT,778,2020-05-21
Boroughwide,SI,CASE_RATE,2739.1,2020-05-21
Boroughwide,SI,HOSPITALIZED_RATE,463.48,2020-05-21
Boroughwide,SI,DEATH_RATE,163.38,2020-05-21
Female,BK,CASE_COUNT,26240,2020-05-22
Female,BK,HOSPITALIZED_COUNT,6022,2020-05-22
Female,BK,DEATH_COUNT,1965,2020-05-22
Female,BK,CASE_RATE,1930.74,2020-05-22
Female,BK,HOSPITALIZED_RATE,443.1,2020-05-22
Female,BK,DEATH_RATE,144.58,2020-05-22
Female,BX,CASE_COUNT,21954,2020-05-22
Female,BX,HOSPITALIZED_COUNT,5196,2020-05-22
Female,BX,DEATH_COUNT,1407,2020-05-22
Female,BX,CASE_RATE,2899.24,2020-05-22
Female,BX,HOSPITALIZED_RATE,686.18,2020-05-22
Female,BX,DEATH_RATE,185.81,2020-05-22
Female,MN,CASE_COUNT,11265,2020-05-22
Female,MN,HOSPITALIZED_COUNT,3149,2020-05-22
Female,MN,DEATH_COUNT,894,2020-05-22
Female,MN,CASE_RATE,1313.63,2020-05-22
Female,MN,HOSPITALIZED_RATE,367.21,2020-05-22
Female,MN,DEATH_RATE,104.25,2020-05-22
Female,QN,CASE_COUNT,28372,2020-05-22
Female,QN,HOSPITALIZED_COUNT,6624,2020-05-22
Female,QN,DEATH_COUNT,1840,2020-05-22
Female,QN,CASE_RATE,2417.69,2020-05-22
Female,QN,HOSPITALIZED_RATE,564.46,2020-05-22
Female,QN,DEATH_RATE,156.79,2020-05-22
Female,SI,CASE_COUNT,6178,2020-05-22
Female,SI,HOSPITALIZED_COUNT,929,2020-05-22
Female,SI,DEATH_COUNT,315,2020-05-22
Female,SI,CASE_RATE,2517.38,2020-05-22
Female,SI,HOSPITALIZED_RATE,378.54,2020-05-22
Female,SI,DEATH_RATE,128.35,2020-05-22
Male,BK,CASE_COUNT,26834,2020-05-22
Male,BK,HOSPITALIZED_COUNT,7651,2020-05-22
Male,BK,DEATH_COUNT,2998,2020-05-22
Male,BK,CASE_RATE,2192.74,2020-05-22
Male,BK,HOSPITALIZED_RATE,625.2,2020-05-22
Male,BK,DEATH_RATE,244.98,2020-05-22
Male,BX,CASE_COUNT,21951,2020-05-22
Male,BX,HOSPITALIZED_COUNT,6301,2020-05-22
Male,BX,DEATH_COUNT,2050,2020-05-22
Male,BX,CASE_RATE,3252.48,2020-05-22
Male,BX,HOSPITALIZED_RATE,933.62,2020-05-22
Male,BX,DEATH_RATE,303.75,2020-05-22
Male,MN,CASE_COUNT,12818,2020-05-22
Male,MN,HOSPITALIZED_COUNT,4314,2020-05-22
Male,MN,DEATH_COUNT,1323,2020-05-22
Male,MN,CASE_RATE,1662.19,2020-05-22
Male,MN,HOSPITALIZED_RATE,559.42,2020-05-22
Male,MN,DEATH_RATE,171.56,2020-05-22
Male,QN,CASE_COUNT,31215,2020-05-22
Male,QN,HOSPITALIZED_COUNT,9343,2020-05-22
Male,QN,DEATH_COUNT,3038,2020-05-22
Male,QN,CASE_RATE,2823.89,2020-05-22
Male,QN,HOSPITALIZED_RATE,845.22,2020-05-22
Male,QN,DEATH_RATE,274.84,2020-05-22
Male,SI,CASE_COUNT,6898,2020-05-22
Male,SI,HOSPITALIZED_COUNT,1282,2020-05-22
Male,SI,DEATH_COUNT,470,2020-05-22
Male,SI,CASE_RATE,2989.19,2020-05-22
Male,SI,HOSPITALIZED_RATE,555.54,2020-05-22
Male,SI,DEATH_RATE,203.67,2020-05-22
Boroughwide,BK,CASE_COUNT,53137,2020-05-22
Boroughwide,BK,HOSPITALIZED_COUNT,13682,2020-05-22
Boroughwide,BK,DEATH_COUNT,4969,2020-05-22
Boroughwide,BK,CASE_RATE,2057.32,2020-05-22
Boroughwide,BK,HOSPITALIZED_RATE,529.73,2020-05-22
Boroughwide,BK,DEATH_RATE,192.39,2020-05-22
Boroughwide,BX,CASE_COUNT,43918,2020-05-22
Boroughwide,BX,HOSPITALIZED_COUNT,11498,2020-05-22
Boroughwide,BX,DEATH_COUNT,3459,2020-05-22
Boroughwide,BX,CASE_RATE,3066.62,2020-05-22
Boroughwide,BX,HOSPITALIZED_RATE,802.86,2020-05-22
Boroughwide,BX,DEATH_RATE,241.53,2020-05-22
Boroughwide,MN,CASE_COUNT,24101,2020-05-22
Boroughwide,MN,HOSPITALIZED_COUNT,7466,2020-05-22
Boroughwide,MN,DEATH_COUNT,2221,2020-05-22
Boroughwide,MN,CASE_RATE,1479.77,2020-05-22
Boroughwide,MN,HOSPITALIZED_RATE,458.4,2020-05-22
Boroughwide,MN,DEATH_RATE,136.37,2020-05-22
Boroughwide,QN,CASE_COUNT,59615,2020-05-22
Boroughwide,QN,HOSPITALIZED_COUNT,15979,2020-05-22
Boroughwide,QN,DEATH_COUNT,4887,2020-05-22
Boroughwide,QN,CASE_RATE,2615.95,2020-05-22
Boroughwide,QN,HOSPITALIZED_RATE,701.17,2020-05-22
Boroughwide,QN,DEATH_RATE,214.45,2020-05-22
Boroughwide,SI,CASE_COUNT,13080,2020-05-22
Boroughwide,SI,HOSPITALIZED_COUNT,2211,2020-05-22
Boroughwide,SI,DEATH_COUNT,785,2020-05-22
Boroughwide,SI,CASE_RATE,2746.87,2020-05-22
Boroughwide,SI,HOSPITALIZED_RATE,464.32,2020-05-22
Boroughwide,SI,DEATH_RATE,164.85,2020-05-22
Female,BK,CASE_COUNT,26375,2020-05-23
Female,BK,HOSPITALIZED_COUNT,6056,2020-05-23
Female,BK,DEATH_COUNT,1971,2020-05-23
Female,BK,CASE_RATE,1940.67,2020-05-23
Female,BK,HOSPITALIZED_RATE,445.6,2020-05-23
Female,BK,DEATH_RATE,145.03,2020-05-23
Female,BX,CASE_COUNT,22032,2020-05-23
Female,BX,HOSPITALIZED_COUNT,5213,2020-05-23
Female,BX,DEATH_COUNT,1414,2020-05-23
Female,BX,CASE_RATE,2909.54,2020-05-23
Female,BX,HOSPITALIZED_RATE,688.43,2020-05-23
Female,BX,DEATH_RATE,186.73,2020-05-23
Female,MN,CASE_COUNT,11347,2020-05-23
Female,MN,HOSPITALIZED_COUNT,3175,2020-05-23
Female,MN,DEATH_COUNT,900,2020-05-23
Female,MN,CASE_RATE,1323.19,2020-05-23
Female,MN,HOSPITALIZED_RATE,370.24,2020-05-23
Female,MN,DEATH_RATE,104.95,2020-05-23
Female,QN,CASE_COUNT,28462,2020-05-23
Female,QN,HOSPITALIZED_COUNT,6681,2020-05-23
Female,QN,DEATH_COUNT,1853,2020-05-23
Female,QN,CASE_RATE,2425.36,2020-05-23
Female,QN,HOSPITALIZED_RATE,569.31,2020-05-23
Female,QN,DEATH_RATE,157.9,2020-05-23
Female,SI,CASE_COUNT,6191,2020-05-23
Female,SI,HOSPITALIZED_COUNT,935,2020-05-23
Female,SI,DEATH_COUNT,318,2020-05-23
Female,SI,CASE_RATE,2522.68,2020-05-23
Female,SI,HOSPITALIZED_RATE,380.99,2020-05-23
Female,SI,DEATH_RATE,129.58,2020-05-23
Male,BK,CASE_COUNT,26936,2020-05-23
Male,BK,HOSPITALIZED_COUNT,7686,2020-05-23
Male,BK,DEATH_COUNT,3007,2020-05-23
Male,BK,CASE_RATE,2201.08,2020-05-23
Male,BK,HOSPITALIZED_RATE,628.06,2020-05-23
Male,BK,DEATH_RATE,245.72,2020-05-23
Male,BX,CASE_COUNT,22022,2020-05-23
