group,boro,outcome,count,day
45-64,QN,HOSPITALIZED_COUNT,5759,2020-05-18
45-64,QN,DEATH_COUNT,1171,2020-05-18
45-64,QN,CASE_RATE,3682.51,2020-05-18
45-64,QN,HOSPITALIZED_RATE,944.66,2020-05-18
45-64,QN,DEATH_RATE,192.08,2020-05-18
45-64,SI,CASE_COUNT,5012,2020-05-18
45-64,SI,HOSPITALIZED_COUNT,788,2020-05-18
45-64,SI,DEATH_COUNT,156,2020-05-18
45-64,SI,CASE_RATE,3814.51,2020-05-18
45-64,SI,HOSPITALIZED_RATE,599.73,2020-05-18
45-64,SI,DEATH_RATE,118.73,2020-05-18
65-74,BK,CASE_COUNT,7340,2020-05-18
65-74,BK,HOSPITALIZED_COUNT,3238,2020-05-18
65-74,BK,DEATH_COUNT,1250,2020-05-18
65-74,BK,CASE_RATE,3591.19,2020-05-18
65-74,BK,HOSPITALIZED_RATE,1584.23,2020-05-18
65-74,BK,DEATH_RATE,611.58,2020-05-18
65-74,BX,CASE_COUNT,5007,2020-05-18
65-74,BX,HOSPITALIZED_COUNT,2499,2020-05-18
65-74,BX,DEATH_COUNT,880,2020-05-18
65-74,BX,CASE_RATE,4908.15,2020-05-18
65-74,BX,HOSPITALIZED_RATE,2449.66,2020-05-18
65-74,BX,DEATH_RATE,862.63,2020-05-18
65-74,MN,CASE_COUNT,3242,2020-05-18
65-74,MN,HOSPITALIZED_COUNT,1641,2020-05-18
65-74,MN,DEATH_COUNT,497,2020-05-18
65-74,MN,CASE_RATE,2215.37,2020-05-18
65-74,MN,HOSPITALIZED_RATE,1121.35,2020-05-18
65-74,MN,DEATH_RATE,339.62,2020-05-18
65-74,QN,CASE_COUNT,6897,2020-05-18
65-74,QN,HOSPITALIZED_COUNT,3387,2020-05-18
65-74,QN,DEATH_COUNT,1183,2020-05-18
65-74,QN,CASE_RATE,3431.53,2020-05-18
65-74,QN,HOSPITALIZED_RATE,1685.17,2020-05-18
65-74,QN,DEATH_RATE,588.59,2020-05-18
65-74,SI,CASE_COUNT,1291,2020-05-18
65-74,SI,HOSPITALIZED_COUNT,474,2020-05-18
65-74,SI,DEATH_COUNT,178,2020-05-18
65-74,SI,CASE_RATE,2844.55,2020-05-18
65-74,SI,HOSPITALIZED_RATE,1044.4,2020-05-18
65-74,SI,DEATH_RATE,392.2,2020-05-18
75+,BK,CASE_COUNT,6390,2020-05-18
75+,BK,HOSPITALIZED_COUNT,3881,2020-05-18
75+,BK,DEATH_COUNT,2321,2020-05-18
75+,BK,CASE_RATE,4126.39,2020-05-18
75+,BK,HOSPITALIZED_RATE,2506.18,2020-05-18
75+,BK,DEATH_RATE,1498.8,2020-05-18
75+,BX,CASE_COUNT,4504,2020-05-18
75+,BX,HOSPITALIZED_COUNT,2819,2020-05-18
75+,BX,DEATH_COUNT,1532,2020-05-18
75+,BX,CASE_RATE,5535.82,2020-05-18
75+,BX,HOSPITALIZED_RATE,3464.81,2020-05-18
75+,BX,DEATH_RATE,1882.97,2020-05-18
75+,MN,CASE_COUNT,3900,2020-05-18
75+,MN,HOSPITALIZED_COUNT,2502,2020-05-18
75+,MN,DEATH_COUNT,1301,2020-05-18
75+,MN,CASE_RATE,3182.09,2020-05-18
75+,MN,HOSPITALIZED_RATE,2041.43,2020-05-18
75+,MN,DEATH_RATE,1061.51,2020-05-18
75+,QN,CASE_COUNT,6440,2020-05-18
75+,QN,HOSPITALIZED_COUNT,4122,2020-05-18
75+,QN,DEATH_COUNT,2216,2020-05-18
75+,QN,CASE_RATE,4114.28,2020-05-18
75+,QN,HOSPITALIZED_RATE,2633.39,2020-05-18
75+,QN,DEATH_RATE,1415.72,2020-05-18
75+,SI,CASE_COUNT,1150,2020-05-18
75+,SI,HOSPITALIZED_COUNT,614,2020-05-18
75+,SI,DEATH_COUNT,402,2020-05-18
75+,SI,CASE_RATE,3631.43,2020-05-18
75+,SI,HOSPITALIZED_RATE,1938.87,2020-05-18
75+,SI,DEATH_RATE,1269.42,2020-05-18
Boroughwide,BK,CASE_COUNT,52145,2020-05-18
Boroughwide,BK,HOSPITALIZED_COUNT,13457,2020-05-18
Boroughwide,BK,DEATH_COUNT,4875,2020-05-18
Boroughwide,BK,CASE_RATE,2018.91,2020-05-18
Boroughwide,BK,HOSPITALIZED_RATE,521.02,2020-05-18
Boroughwide,BK,DEATH_RATE,188.75,2020-05-18
Boroughwide,BX,CASE_COUNT,43397,2020-05-18
Boroughwide,BX,HOSPITALIZED_COUNT,11338,2020-05-18
Boroughwide,BX,DEATH_COUNT,3386,2020-05-18
Boroughwide,BX,CASE_RATE,3030.24,2020-05-18
Boroughwide,BX,HOSPITALIZED_RATE,791.69,2020-05-18
Boroughwide,BX,DEATH_RATE,236.43,2020-05-18
Boroughwide,MN,CASE_COUNT,23711,2020-05-18
Boroughwide,MN,HOSPITALIZED_COUNT,7372,2020-05-18
Boroughwide,MN,DEATH_COUNT,2160,2020-05-18
Boroughwide,MN,CASE_RATE,1455.82,2020-05-18
Boroughwide,MN,HOSPITALIZED_RATE,452.63,2020-05-18
Boroughwide,MN,DEATH_RATE,132.62,2020-05-18
Boroughwide,QN,CASE_COUNT,58756,2020-05-18
Boroughwide,QN,HOSPITALIZED_COUNT,15832,2020-05-18
Boroughwide,QN,DEATH_COUNT,4784,2020-05-18
Boroughwide,QN,CASE_RATE,2578.25,2020-05-18
Boroughwide,QN,HOSPITALIZED_RATE,694.72,2020-05-18
Boroughwide,QN,DEATH_RATE,209.93,2020-05-18
Boroughwide,SI,CASE_COUNT,12969,2020-05-18
Boroughwide,SI,HOSPITALIZED_COUNT,2194,2020-05-18
Boroughwide,SI,DEATH_COUNT,767,2020-05-18
Boroughwide,SI,CASE_RATE,2723.56,2020-05-18
Boroughwide,SI,HOSPITALIZED_RATE,460.75,2020-05-18
Boroughwide,SI,DEATH_RATE,161.07,2020-05-18
0-17,BK,CASE_COUNT,1475,2020-05-19
0-17,BK,HOSPITALIZED_COUNT,132,2020-05-19
0-17,BK,DEATH_COUNT,3,2020-05-19
0-17,BK,CASE_RATE,252.95,2020-05-19
0-17,BK,HOSPITALIZED_RATE,22.64,2020-05-19
0-17,BK,DEATH_RATE,0.51,2020-05-19
0-17,BX,CASE_COUNT,1494,2020-05-19
0-17,BX,HOSPITALIZED_COUNT,132,2020-05-19
0-17,BX,DEATH_COUNT,5,2020-05-19
0-17,BX,CASE_RATE,423.39,2020-05-19
0-17,BX,HOSPITALIZED_RATE,37.41,2020-05-19
0-17,BX,DEATH_RATE,1.42,2020-05-19
0-17,MN,CASE_COUNT,391,2020-05-19
0-17,MN,HOSPITALIZED_COUNT,51,2020-05-19
0-17,MN,DEATH_COUNT,1,2020-05-19
0-17,MN,CASE_RATE,168.15,2020-05-19
0-17,MN,HOSPITALIZED_RATE,21.93,2020-05-19
0-17,MN,DEATH_RATE,0.43,2020-05-19
0-17,QN,CASE_COUNT,1284,2020-05-19
0-17,QN,HOSPITALIZED_COUNT,99,2020-05-19
0-17,QN,DEATH_COUNT,1,2020-05-19
0-17,QN,CASE_RATE,282.2,2020-05-19
0-17,QN,HOSPITALIZED_RATE,21.76,2020-05-19
0-17,QN,DEATH_RATE,0.22,2020-05-19
0-17,SI,CASE_COUNT,379,2020-05-19
0-17,SI,HOSPITALIZED_COUNT,20,2020-05-19
0-17,SI,DEATH_COUNT,0,2020-05-19
0-17,SI,CASE_RATE,366.47,2020-05-19
0-17,SI,HOSPITALIZED_RATE,19.34,2020-05-19
0-17,SI,DEATH_RATE,0,2020-05-19
18-44,BK,CASE_COUNT,18798,2020-05-19
18-44,BK,HOSPITALIZED_COUNT,1980,2020-05-19
18-44,BK,DEATH_COUNT,186,2020-05-19
18-44,BK,CASE_RATE,1791.11,2020-05-19
18-44,BK,HOSPITALIZED_RATE,188.66,2020-05-19
18-44,BK,DEATH_RATE,17.72,2020-05-19
18-44,BX,CASE_COUNT,16083,2020-05-19
18-44,BX,HOSPITALIZED_COUNT,1934,2020-05-19
18-44,BX,DEATH_COUNT,151,2020-05-19
18-44,BX,CASE_RATE,2894.35,2020-05-19
18-44,BX,HOSPITALIZED_RATE,348.05,2020-05-19
18-44,BX,DEATH_RATE,27.17,2020-05-19
18-44,MN,CASE_COUNT,8351,2020-05-19
18-44,MN,HOSPITALIZED_COUNT,960,2020-05-19
18-44,MN,DEATH_COUNT,49,2020-05-19
18-44,MN,CASE_RATE,1123.31,2020-05-19
18-44,MN,HOSPITALIZED_RATE,129.13,2020-05-19
18-44,MN,DEATH_RATE,6.59,2020-05-19
18-44,QN,CASE_COUNT,21666,2020-05-19
18-44,QN,HOSPITALIZED_COUNT,2493,2020-05-19
18-44,QN,DEATH_COUNT,212,2020-05-19
18-44,QN,CASE_RATE,2528.83,2020-05-19
18-44,QN,HOSPITALIZED_RATE,290.98,2020-05-19
18-44,QN,DEATH_RATE,24.74,2020-05-19
18-44,SI,CASE_COUNT,5137,2020-05-19
18-44,SI,HOSPITALIZED_COUNT,301,2020-05-19
18-44,SI,DEATH_COUNT,31,2020-05-19
18-44,SI,CASE_RATE,3126.33,2020-05-19
18-44,SI,HOSPITALIZED_RATE,183.19,2020-05-19
18-44,SI,DEATH_RATE,18.87,2020-05-19
45-64,BK,CASE_COUNT,18201,2020-05-19
45-64,BK,HOSPITALIZED_COUNT,4323,2020-05-19
45-64,BK,DEATH_COUNT,1121,2020-05-19
45-64,BK,CASE_RATE,3079.98,2020-05-19
45-64,BK,HOSPITALIZED_RATE,731.54,2020-05-19
45-64,BK,DEATH_RATE,189.7,2020-05-19
45-64,BX,CASE_COUNT,16250,2020-05-19
45-64,BX,HOSPITALIZED_COUNT,4008,2020-05-19
45-64,BX,DEATH_COUNT,826,2020-05-19
45-64,BX,CASE_RATE,4776.29,2020-05-19
45-64,BX,HOSPITALIZED_RATE,1178.05,2020-05-19
45-64,BX,DEATH_RATE,242.78,2020-05-19
45-64,MN,CASE_COUNT,7792,2020-05-19
45-64,MN,HOSPITALIZED_COUNT,2254,2020-05-19
45-64,MN,DEATH_COUNT,313,2020-05-19
45-64,MN,CASE_RATE,2029.96,2020-05-19
45-64,MN,HOSPITALIZED_RATE,587.21,2020-05-19
45-64,MN,DEATH_RATE,81.54,2020-05-19
45-64,QN,CASE_COUNT,22511,2020-05-19
45-64,QN,HOSPITALIZED_COUNT,5796,2020-05-19
45-64,QN,DEATH_COUNT,1177,2020-05-19
45-64,QN,CASE_RATE,3692.52,2020-05-19
45-64,QN,HOSPITALIZED_RATE,950.73,2020-05-19
45-64,QN,DEATH_RATE,193.07,2020-05-19
45-64,SI,CASE_COUNT,5016,2020-05-19
45-64,SI,HOSPITALIZED_COUNT,789,2020-05-19
45-64,SI,DEATH_COUNT,156,2020-05-19
45-64,SI,CASE_RATE,3817.55,2020-05-19
45-64,SI,HOSPITALIZED_RATE,600.49,2020-05-19
45-64,SI,DEATH_RATE,118.73,2020-05-19
65-74,BK,CASE_COUNT,7364,2020-05-19
65-74,BK,HOSPITALIZED_COUNT,3269,2020-05-19
65-74,BK,DEATH_COUNT,1257,2020-05-19
65-74,BK,CASE_RATE,3602.93,2020-05-19
65-74,BK,HOSPITALIZED_RATE,1599.4,2020-05-19
65-74,BK,DEATH_RATE,615,2020-05-19
65-74,BX,CASE_COUNT,5018,2020-05-19
65-74,BX,HOSPITALIZED_COUNT,2506,2020-05-19
65-74,BX,DEATH_COUNT,884,2020-05-19
65-74,BX,CASE_RATE,4918.93,2020-05-19
65-74,BX,HOSPITALIZED_RATE,2456.53,2020-05-19
65-74,BX,DEATH_RATE,866.55,2020-05-19
65-74,MN,CASE_COUNT,3255,2020-05-19
65-74,MN,HOSPITALIZED_COUNT,1650,2020-05-19
65-74,MN,DEATH_COUNT,500,2020-05-19
65-74,MN,CASE_RATE,2224.26,2020-05-19
65-74,MN,HOSPITALIZED_RATE,1127.5,2020-05-19
65-74,MN,DEATH_RATE,341.67,2020-05-19
65-74,QN,CASE_COUNT,6911,2020-05-19
65-74,QN,HOSPITALIZED_COUNT,3398,2020-05-19
65-74,QN,DEATH_COUNT,1189,2020-05-19
65-74,QN,CASE_RATE,3438.5,2020-05-19
65-74,QN,HOSPITALIZED_RATE,1690.64,2020-05-19
65-74,QN,DEATH_RATE,591.57,2020-05-19
65-74,SI,CASE_COUNT,1295,2020-05-19
65-74,SI,HOSPITALIZED_COUNT,475,2020-05-19
65-74,SI,DEATH_COUNT,178,2020-05-19
65-74,SI,CASE_RATE,2853.37,2020-05-19
65-74,SI,HOSPITALIZED_RATE,1046.6,2020-05-19
65-74,SI,DEATH_RATE,392.2,2020-05-19
75+,BK,CASE_COUNT,6424,2020-05-19
75+,BK,HOSPITALIZED_COUNT,3916,2020-05-19
75+,BK,DEATH_COUNT,2327,2020-05-19
75+,BK,CASE_RATE,4148.34,2020-05-19
75+,BK,HOSPITALIZED_RATE,2528.78,2020-05-19
75+,BK,DEATH_RATE,1502.68,2020-05-19
75+,BX,CASE_COUNT,4516,2020-05-19
75+,BX,HOSPITALIZED_COUNT,2837,2020-05-19
75+,BX,DEATH_COUNT,1542,2020-05-19
75+,BX,CASE_RATE,5550.57,2020-05-19
75+,BX,HOSPITALIZED_RATE,3486.93,2020-05-19
75+,BX,DEATH_RATE,1895.26,2020-05-19
75+,MN,CASE_COUNT,3911,2020-05-19
75+,MN,HOSPITALIZED_COUNT,2508,2020-05-19
75+,MN,DEATH_COUNT,1309,2020-05-19
75+,MN,CASE_RATE,3191.06,2020-05-19
75+,MN,HOSPITALIZED_RATE,2046.33,2020-05-19
75+,MN,DEATH_RATE,1068.04,2020-05-19
75+,QN,CASE_COUNT,6460,2020-05-19
75+,QN,HOSPITALIZED_COUNT,4142,2020-05-19
75+,QN,DEATH_COUNT,2221,2020-05-19
75+,QN,CASE_RATE,4127.06,2020-05-19
75+,QN,HOSPITALIZED_RATE,2646.17,2020-05-19
75+,QN,DEATH_RATE,1418.92,2020-05-19
75+,SI,CASE_COUNT,1153,2020-05-19
75+,SI,HOSPITALIZED_COUNT,614,2020-05-19
75+,SI,DEATH_COUNT,405,2020-05-19
75+,SI,CASE_RATE,3640.9,2020-05-19
75+,SI,HOSPITALIZED_RATE,1938.87,2020-05-19
75+,SI,DEATH_RATE,1278.89,2020-05-19
Boroughwide,BK,CASE_COUNT,52347,2020-05-19
Boroughwide,BK,HOSPITALIZED_COUNT,13620,2020-05-19
Boroughwide,BK,DEATH_COUNT,4894,2020-05-19
Boroughwide,BK,CASE_RATE,2026.73,2020-05-19
Boroughwide,BK,HOSPITALIZED_RATE,527.33,2020-05-19
Boroughwide,BK,DEATH_RATE,189.48,2020-05-19
Boroughwide,BX,CASE_COUNT,43508,2020-05-19
Boroughwide,BX,HOSPITALIZED_COUNT,11420,2020-05-19
Boroughwide,BX,DEATH_COUNT,3409,2020-05-19
Boroughwide,BX,CASE_RATE,3037.99,2020-05-19
Boroughwide,BX,HOSPITALIZED_RATE,797.41,2020-05-19
Boroughwide,BX,DEATH_RATE,238.04,2020-05-19
Boroughwide,MN,CASE_COUNT,23790,2020-05-19
Boroughwide,MN,HOSPITALIZED_COUNT,7423,2020-05-19
Boroughwide,MN,DEATH_COUNT,2173,2020-05-19
Boroughwide,MN,CASE_RATE,1460.67,2020-05-19
Boroughwide,MN,HOSPITALIZED_RATE,455.76,2020-05-19
Boroughwide,MN,DEATH_RATE,133.42,2020-05-19
Boroughwide,QN,CASE_COUNT,58921,2020-05-19
Boroughwide,QN,HOSPITALIZED_COUNT,15931,2020-05-19
Boroughwide,QN,DEATH_COUNT,4801,2020-05-19
Boroughwide,QN,CASE_RATE,2585.49,2020-05-19
Boroughwide,QN,HOSPITALIZED_RATE,699.06,2020-05-19
Boroughwide,QN,DEATH_RATE,210.67,2020-05-19
Boroughwide,SI,CASE_COUNT,12988,2020-05-19
Boroughwide,SI,HOSPITALIZED_COUNT,2199,2020-05-19
Boroughwide,SI,DEATH_COUNT,770,2020-05-19
Boroughwide,SI,CASE_RATE,2727.55,2020-05-19
Boroughwide,SI,HOSPITALIZED_RATE,461.8,2020-05-19
Boroughwide,SI,DEATH_RATE,161.7,2020-05-19
0-17,BK,CASE_COUNT,1489,2020-05-20
0-17,BK,HOSPITALIZED_COUNT,133,2020-05-20
0-17,BK,DEATH_COUNT,3,2020-05-20
0-17,BK,CASE_RATE,255.35,2020-05-20
0-17,BK,HOSPITALIZED_RATE,22.81,2020-05-20
0-17,BK,DEATH_RATE,0.51,2020-05-20
0-17,BX,CASE_COUNT,1504,2020-05-20
0-17,BX,HOSPITALIZED_COUNT,132,2020-05-20
0-17,BX,DEATH_COUNT,5,2020-05-20
0-17,BX,CASE_RATE,426.22,2020-05-20
0-17,BX,HOSPITALIZED_RATE,37.41,2020-05-20
0-17,BX,DEATH_RATE,1.42,2020-05-20
0-17,MN,CASE_COUNT,397,2020-05-20
0-17,MN,HOSPITALIZED_COUNT,53,2020-05-20
0-17,MN,DEATH_COUNT,1,2020-05-20
0-17,MN,CASE_RATE,170.73,2020-05-20
0-17,MN,HOSPITALIZED_RATE,22.79,2020-05-20
0-17,MN,DEATH_RATE,0.43,2020-05-20
0-17,QN,CASE_COUNT,1299,2020-05-20
0-17,QN,HOSPITALIZED_COUNT,100,2020-05-20
0-17,QN,DEATH_COUNT,1,2020-05-20
0-17,QN,CASE_RATE,285.5,2020-05-20
0-17,QN,HOSPITALIZED_RATE,21.98,2020-05-20
0-17,QN,DEATH_RATE,0.22,2020-05-20
0-17,SI,CASE_COUNT,379,2020-05-20
0-17,SI,HOSPITALIZED_COUNT,20,2020-05-20
0-17,SI,DEATH_COUNT,0,2020-05-20
0-17,SI,CASE_RATE,366.47,2020-05-20
0-17,SI,HOSPITALIZED_RATE,19.34,2020-05-20
0-17,SI,DEATH_RATE,0,2020-05-20
18-44,BK,CASE_COUNT,18892,2020-05-20
18-44,BK,HOSPITALIZED_COUNT,1986,2020-05-20
18-44,BK,DEATH_COUNT,186,2020-05-20
18-44,BK,CASE_RATE,1800.06,2020-05-20
18-44,BK,HOSPITALIZED_RATE,189.23,2020-05-20
18-44,BK,DEATH_RATE,17.72,2020-05-20
18-44,BX,CASE_COUNT,16131,2020-05-20
18-44,BX,HOSPITALIZED_COUNT,1944,2020-05-20
18-44,BX,DEATH_COUNT,151,2020-05-20
18-44,BX,CASE_RATE,2902.98,2020-05-20
18-44,BX,HOSPITALIZED_RATE,349.85,2020-05-20
18-44,BX,DEATH_RATE,27.17,2020-05-20
18-44,MN,CASE_COUNT,8379,2020-05-20
18-44,MN,HOSPITALIZED_COUNT,962,2020-05-20
18-44,MN,DEATH_COUNT,50,2020-05-20
18-44,MN,CASE_RATE,1127.08,2020-05-20
18-44,MN,HOSPITALIZED_RATE,129.4,2020-05-20
18-44,MN,DEATH_RATE,6.73,2020-05-20
18-44,QN,CASE_COUNT,21762,2020-05-20
18-44,QN,HOSPITALIZED_COUNT,2495,2020-05-20
18-44,QN,DEATH_COUNT,216,2020-05-20
18-44,QN,CASE_RATE,2540.04,2020-05-20
18-44,QN,HOSPITALIZED_RATE,291.21,2020-05-20
18-44,QN,DEATH_RATE,25.21,2020-05-20
18-44,SI,CASE_COUNT,5149,2020-05-20
18-44,SI,HOSPITALIZED_COUNT,302,2020-05-20
18-44,SI,DEATH_COUNT,31,2020-05-20
18-44,SI,CASE_RATE,3133.64,2020-05-20
18-44,SI,HOSPITALIZED_RATE,183.79,2020-05-20
18-44,SI,DEATH_RATE,18.87,2020-05-20
45-64,BK,CASE_COUNT,18257,2020-05-20
45-64,BK,HOSPITALIZED_COUNT,4328,2020-05-20
45-64,BK,DEATH_COUNT,1126,2020-05-20
45-64,BK,CASE_RATE,3089.46,2020-05-20
45-64,BK,HOSPITALIZED_RATE,732.39,2020-05-20
45-64,BK,DEATH_RATE,190.54,2020-05-20
45-64,BX,CASE_COUNT,16302,2020-05-20
45-64,BX,HOSPITALIZED_COUNT,4012,2020-05-20
45-64,BX,DEATH_COUNT,834,2020-05-20
45-64,BX,CASE_RATE,4791.58,2020-05-20
45-64,BX,HOSPITALIZED_RATE,1179.23,2020-05-20
45-64,BX,DEATH_RATE,245.13,2020-05-20
45-64,MN,CASE_COUNT,7820,2020-05-20
45-64,MN,HOSPITALIZED_COUNT,2255,2020-05-20
45-64,MN,DEATH_COUNT,317,2020-05-20
45-64,MN,CASE_RATE,2037.25,2020-05-20
45-64,MN,HOSPITALIZED_RATE,587.47,2020-05-20
45-64,MN,DEATH_RATE,82.58,2020-05-20
45-64,QN,CASE_COUNT,22595,2020-05-20
45-64,QN,HOSPITALIZED_COUNT,5800,2020-05-20
45-64,QN,DEATH_COUNT,1182,2020-05-20
45-64,QN,CASE_RATE,3706.3,2020-05-20
45-64,QN,HOSPITALIZED_RATE,951.38,2020-05-20
45-64,QN,DEATH_RATE,193.89,2020-05-20
45-64,SI,CASE_COUNT,5025,2020-05-20
45-64,SI,HOSPITALIZED_COUNT,790,2020-05-20
45-64,SI,DEATH_COUNT,159,2020-05-20
45-64,SI,CASE_RATE,3824.4,2020-05-20
45-64,SI,HOSPITALIZED_RATE,601.25,2020-05-20
45-64,SI,DEATH_RATE,121.01,2020-05-20
65-74,BK,CASE_COUNT,7386,2020-05-20
65-74,BK,HOSPITALIZED_COUNT,3270,2020-05-20
65-74,BK,DEATH_COUNT,1264,2020-05-20
65-74,BK,CASE_RATE,3613.7,2020-05-20
65-74,BK,HOSPITALIZED_RATE,1599.89,2020-05-20
65-74,BK,DEATH_RATE,618.43,2020-05-20
65-74,BX,CASE_COUNT,5038,2020-05-20
65-74,BX,HOSPITALIZED_COUNT,2512,2020-05-20
65-74,BX,DEATH_COUNT,887,2020-05-20
65-74,BX,CASE_RATE,4938.54,2020-05-20
65-74,BX,HOSPITALIZED_RATE,2462.41,2020-05-20
65-74,BX,DEATH_RATE,869.49,2020-05-20
65-74,MN,CASE_COUNT,3276,2020-05-20
65-74,MN,HOSPITALIZED_COUNT,1652,2020-05-20
65-74,MN,DEATH_COUNT,503,2020-05-20
65-74,MN,CASE_RATE,2238.61,2020-05-20
65-74,MN,HOSPITALIZED_RATE,1128.87,2020-05-20
65-74,MN,DEATH_RATE,343.72,2020-05-20
65-74,QN,CASE_COUNT,6942,2020-05-20
65-74,QN,HOSPITALIZED_COUNT,3398,2020-05-20
65-74,QN,DEATH_COUNT,1193,2020-05-20
65-74,QN,CASE_RATE,3453.92,2020-05-20
65-74,QN,HOSPITALIZED_RATE,1690.64,2020-05-20
65-74,QN,DEATH_RATE,593.56,2020-05-20
65-74,SI,CASE_COUNT,1300,2020-05-20
65-74,SI,HOSPITALIZED_COUNT,476,2020-05-20
65-74,SI,DEATH_COUNT,178,2020-05-20
65-74,SI,CASE_RATE,2864.38,2020-05-20
65-74,SI,HOSPITALIZED_RATE,1048.8,2020-05-20
65-74,SI,DEATH_RATE,392.2,2020-05-20
75+,BK,CASE_COUNT,6442,2020-05-20
75+,BK,HOSPITALIZED_COUNT,3919,2020-05-20
75+,BK,DEATH_COUNT,2343,2020-05-20
75+,BK,CASE_RATE,4159.97,2020-05-20
75+,BK,HOSPITALIZED_RATE,2530.72,2020-05-20
75+,BK,DEATH_RATE,1513.01,2020-05-20
75+,BX,CASE_COUNT,4527,2020-05-20
75+,BX,HOSPITALIZED_COUNT,2844,2020-05-20
