zipcode,neighborhood_name,borough_group,positive,covid_case_rate,pop_denominator,covid_death_count,covid_death_rate,percent_positive,total_covid_tests,day,newcases
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3773,3743.65,100784.05,322,319.5,17.07,22100,2020-08-10,2
10468,Fordham/Kingsbridge/University Heights,Bronx,3057,3986.64,76681.12,221,288.21,16.79,18210,2020-08-10,5
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3204,4480.6,71508.25,362,506.24,18.64,17188,2020-08-10,1
10470,Wakefield/Woodlawn,Bronx,484,3431.71,14103.75,20,141.81,15.69,3084,2020-08-10,0
10471,Fieldston/North Riverdale/Riverdale,Bronx,848,3991.1,21247.28,85,400.05,13.65,6214,2020-08-10,0
10472,Soundview,Bronx,2187,3220.25,67913.94,188,276.82,18.49,11828,2020-08-10,4
10473,Castle Hill/Clason Point/Soundview,Bronx,2120,3423.48,61925.28,137,221.23,16.57,12794,2020-08-10,1
10474,Hunts Point,Bronx,350,2813.94,12438.07,21,168.84,15.37,2277,2020-08-10,0
10475,Co-op City/Edenwald,Bronx,1838,4201.8,43743.21,176,402.35,17.66,10410,2020-08-10,0
11004,Bellerose/Douglaston-Little Neck,Queens,626,3337.14,18758.55,68,362.5,12.93,4843,2020-08-10,2
11101,Astoria (South)/Long Island City/Sunnyside,Queens,713,2025.33,35204.11,40,113.62,7.63,9343,2020-08-10,0
11102,Astoria (North),Queens,697,2135.88,32632.92,80,245.15,9.7,7185,2020-08-10,1
11103,Astoria (North)/Astoria (South),Queens,637,1741.12,36585.65,53,144.87,8.48,7510,2020-08-10,1
11104,Sunnyside,Queens,547,2207.81,24775.7,42,169.52,9.53,5737,2020-08-10,3
11105,Ditmars Steinway,Queens,542,1509.96,35894.88,43,119.79,7.61,7126,2020-08-10,1
11106,Astoria (South),Queens,758,1960.46,38664.4,54,139.66,9.6,7895,2020-08-10,5
11109,Long Island City,Queens,62,1222.72,5070.64,2,39.44,4.89,1267,2020-08-10,0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,804,1320.02,60908.15,95,155.97,5.18,15532,2020-08-10,0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2235,3045.27,73392.42,243,331.1,16.54,13510,2020-08-10,2
11204,Bensonhurst/Mapleton,Brooklyn,2181,2749.54,79322.45,144,181.54,15.17,14379,2020-08-10,4
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,806,1831.27,44013.21,50,113.6,9.05,8902,2020-08-10,0
11206,Williamsburg (South),Brooklyn,1783,2085.46,85496.61,153,178.95,10.65,16739,2020-08-10,1
11207,Cypress Hills/East New York,Brooklyn,2355,2641.42,89156.75,216,242.27,14.84,15869,2020-08-10,4
11208,Cypress Hills/East New York,Brooklyn,2653,2774.88,95607.69,249,260.44,16.34,16238,2020-08-10,4
11209,Bay Ridge/Fort Hamilton,Brooklyn,1246,1857.45,67081.12,115,171.43,9.62,12950,2020-08-10,3
11210,Flatlands/Midwood,Brooklyn,1835,2735.16,67089.29,150,223.58,15.37,11935,2020-08-10,2
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2315,2324.42,99594.67,138,138.56,9.93,23319,2020-08-10,3
11212,Ocean Hill-Brownsville,Brooklyn,2092,2628.47,79589.99,235,295.26,15.42,13563,2020-08-10,1
11213,Crown Heights (East),Brooklyn,1542,2393.45,64425.94,148,229.72,12.57,12264,2020-08-10,1
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1714,1836.43,93333.46,184,197.14,12.2,14053,2020-08-10,2
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,682,975.23,69932.3,46,65.78,4.74,14383,2020-08-10,1
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,847,1525.09,55537.72,76,136.84,7.42,11412,2020-08-10,1
11217,Boerum Hill/Park Slope,Brooklyn,685,1442.81,47476.67,86,181.14,7.24,9466,2020-08-10,0
11218,Kensington/Windsor Terrace,Brooklyn,1885,2486.6,75806.47,137,180.72,12.74,14798,2020-08-10,2
11219,Borough Park,Brooklyn,3253,3503.2,92858.07,235,253.07,15.63,20813,2020-08-10,3
11220,Sunset Park,Brooklyn,1866,1895.38,98450,167,169.63,12.62,14781,2020-08-10,8
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1523,1864.77,81672.44,147,179.99,9.91,15376,2020-08-10,4
11222,Greenpoint,Brooklyn,530,1458.08,36349.16,34,93.54,5.64,9405,2020-08-10,1
11223,Gravesend/Homecrest,Brooklyn,1875,2345.01,79957.11,144,180.1,13.84,13547,2020-08-10,4
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1326,2980.62,44487.34,213,478.79,15.9,8342,2020-08-10,2
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1253,2171.14,57711.49,140,242.59,11.05,11338,2020-08-10,1
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2530,2553.97,99061.32,301,303.85,13.67,18506,2020-08-10,0
11228,Bath Beach/Dyker Heights,Brooklyn,753,1703.04,44215.08,82,185.46,11.87,6342,2020-08-10,1
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1934,2277.73,84909.16,151,177.84,10.87,17798,2020-08-10,3
11230,Midwood,Brooklyn,2564,2875.54,89165.77,228,255.7,14.15,18124,2020-08-10,6
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,462,1248.83,36994.7,34,91.91,5.78,7990,2020-08-10,-2
11232,Sunset Park,Brooklyn,620,2193.05,28271.09,42,148.56,12.14,5105,2020-08-10,5
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1411,1955.77,72145.54,136,188.51,12.78,11043,2020-08-10,1
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2411,2529.78,95304.8,195,204.61,15.19,15876,2020-08-10,2
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2241,2817.45,79540.14,300,377.17,13.85,16185,2020-08-10,1
11236,Canarsie,Brooklyn,2967,3063.6,96846.99,298,307.7,17.72,16742,2020-08-10,3
11237,Bushwick/East Williamsburg,Brooklyn,1101,2171.78,50695.72,114,224.87,10.75,10238,2020-08-10,2
11238,Clinton Hill/Prospect Heights,Brooklyn,884,1636.56,54015.79,105,194.39,6.63,13329,2020-08-10,1
11239,East New York,Brooklyn,566,4559.6,12413.37,89,716.97,15.68,3610,2020-08-10,1
11354,Flushing/Murray Hill,Queens,1384,2492.87,55518.32,297,534.96,11.49,12048,2020-08-10,2
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1544,1929.66,80013.97,169,211.21,11.29,13680,2020-08-10,1
11356,College Point,Queens,630,2701.23,23322.74,42,180.08,14.83,4247,2020-08-10,2
11357,Whitestone,Queens,896,2241.37,39975.56,105,262.66,12.28,7298,2020-08-10,1
11358,Auburndale/Murray Hill,Queens,627,1764.13,35541.5,43,120.99,9.56,6559,2020-08-10,1
11360,Bayside (North),Queens,338,1791.85,18863.17,27,143.14,9.03,3744,2020-08-10,0
11361,Bayside (North)/Bayside (South),Queens,487,1741.03,27971.99,58,207.35,9.98,4878,2020-08-10,0
11362,Douglaston-Little Neck,Queens,349,1967.53,17738.01,36,202.95,10.91,3200,2020-08-10,1
11363,Douglaston-Little Neck,Queens,109,1522.55,7159.03,5,69.84,9.36,1165,2020-08-10,0
11364,Bayside (South)/Oakland Gardens,Queens,502,1452.44,34562.6,35,101.27,9.19,5460,2020-08-10,2
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,930,2111.2,44050.79,67,152.1,12.08,7701,2020-08-10,1
11366,Fresh Meadows/Hillcrest,Queens,414,3004.92,13777.39,28,203.23,16.13,2566,2020-08-10,0
11367,Kew Gardens Hills/Pomonok,Queens,1137,2704.62,42039.24,67,159.37,14.1,8063,2020-08-10,1
11368,Corona/North Corona,Queens,5015,4493.97,111594.1,445,398.77,19.42,25826,2020-08-10,4
11369,Airport/East Elmhurst,Queens,1718,4711.73,36462.23,179,490.92,20.11,8544,2020-08-10,0
11370,Jackson Heights/Rikers Island,Queens,1415,4319.47,32758.65,64,195.37,19.12,7400,2020-08-10,0
11372,Jackson Heights,Queens,2757,4406.77,62562.88,257,410.79,16.75,16461,2020-08-10,1
11373,Elmhurst,Queens,3464,3729.71,92875.81,297,319.78,16.08,21540,2020-08-10,3
11374,Rego Park,Queens,1158,2754.02,42047.63,99,235.45,14.01,8268,2020-08-10,-1
11375,Forest Hills,Queens,1546,2191.26,70552.99,181,256.54,12,12886,2020-08-10,2
11377,Woodside,Queens,2461,2846.12,86468.55,195,225.52,12.97,18974,2020-08-10,2
11378,Maspeth,Queens,801,2315.47,34593.45,74,213.91,12.18,6577,2020-08-10,1
11379,Middle Village,Queens,878,2425.71,36195.55,98,270.75,12.6,6968,2020-08-10,0
11385,Glendale/Ridgewood,Queens,2403,2334.6,102929.91,142,137.96,13.22,18172,2020-08-10,2
11411,Cambria Heights,Queens,724,3532.7,20494.26,50,243.97,19.79,3658,2020-08-10,1
11412,St. Albans,Queens,1319,3352.23,39346.92,92,233.82,18.85,6996,2020-08-10,0
11413,Laurelton/Rosedale,Queens,1403,3214.35,43647.97,103,235.98,19.03,7373,2020-08-10,0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,854,3021.34,28265.56,63,222.89,17.35,4921,2020-08-10,0
11415,Kew Gardens,Queens,561,2916.67,19234.25,51,265.15,14.34,3912,2020-08-10,0
11416,Ozone Park,Queens,768,2885.65,26614.42,55,206.65,17.66,4349,2020-08-10,0
11417,Ozone Park,Queens,939,3002.82,31270.63,47,150.3,16.34,5747,2020-08-10,0
11418,Richmond Hill,Queens,1194,3133.43,38105.16,106,278.18,17.14,6967,2020-08-10,0
11419,Richmond Hill/South Ozone Park,Queens,1296,2548.73,50848.81,98,192.73,18.39,7048,2020-08-10,1
11420,South Ozone Park,Queens,1458,3011.42,48415.71,107,221,18.56,7856,2020-08-10,1
11421,Woodhaven,Queens,1291,3058.55,42209.49,103,244.02,17.3,7461,2020-08-10,0
11422,Rosedale,Queens,1063,3152.28,33721.62,67,198.69,18.27,5819,2020-08-10,0
11423,Hollis/Holliswood,Queens,1148,3582.89,32041.14,105,327.7,19.29,5950,2020-08-10,1
11426,Bellerose,Queens,527,2587.99,20363.28,34,166.97,16.17,3259,2020-08-10,1
11427,Bellerose/Hollis Hills/Holliswood,Queens,833,3588.6,23212.38,51,219.71,17.25,4828,2020-08-10,0
11428,Queens Village,Queens,708,3663.18,19327.45,54,279.4,19.46,3639,2020-08-10,1
11429,Queens Village,Queens,1021,3641.7,28036.33,75,267.51,18.75,5444,2020-08-10,-1
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1955,3093.58,63195.4,254,401.93,16.84,11608,2020-08-10,1
11433,Jamaica,Queens,1022,2836.07,36035.76,79,219.23,16.9,6046,2020-08-10,3
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2226,3296.01,67536.11,197,291.7,18.19,12238,2020-08-10,1
11435,Briarwood/Jamaica,Queens,1737,3012.29,57663.84,150,260.13,16.92,10265,2020-08-10,2
11436,South Jamaica/South Ozone Park,Queens,577,2773.05,20807.42,46,221.07,17.82,3238,2020-08-10,0
11691,Edgemere/Far Rockaway,Queens,2605,4022.61,64759.02,372,574.44,16.75,15551,2020-08-10,2
11692,Arverne/Edgemere,Queens,683,3394.59,20120.24,93,462.22,14.97,4561,2020-08-10,2
11693,Arverne/Broad Channel,Queens,348,2810.7,12381.27,29,234.22,15.71,2215,2020-08-10,0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,769,3777.8,20355.78,89,437.22,16.82,4572,2020-08-10,0
11697,Breezy Point,Queens,113,3195.08,3536.69,4,113.1,7.74,1460,2020-08-10,0
10001,Chelsea/NoMad/West Chelsea,Manhattan,431,1829.14,23563.03,26,110.34,6.44,6692,2020-08-11,0
10002,Chinatown/Lower East Side,Manhattan,1284,1672.85,76755.41,161,209.76,9.25,13874,2020-08-11,1
10003,East Village/Gramercy/Greenwich Village,Manhattan,521,968.37,53801.62,34,63.2,4.79,10870,2020-08-11,2
10004,Financial District,Manhattan,39,1068.32,3650.61,1,27.39,5.31,734,2020-08-11,0
10005,Financial District,Manhattan,89,1060.02,8396.11,2,23.82,5.1,1746,2020-08-11,2
10006,Financial District,Manhattan,39,1127.89,3457.77,0,0,5.08,768,2020-08-11,0
10007,TriBeCa,Manhattan,70,848.51,8249.73,3,36.36,3.89,1800,2020-08-11,0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,816,1388.98,58747.99,69,117.45,6.51,12525,2020-08-11,1
10010,Flatiron/Gramercy/Kips Bay,Manhattan,320,988.51,32371.86,19,58.69,4.42,7240,2020-08-11,1
10011,Chelsea,Manhattan,607,1226.25,49500.52,43,86.87,5.38,11282,2020-08-11,2
10012,Greenwich Village/SoHo,Manhattan,203,846.5,23981.2,9,37.53,4.42,4588,2020-08-11,0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,319,1098.82,29031.09,21,72.34,4.69,6801,2020-08-11,4
10014,Hudson Square/Meatpacking District/West Village,Manhattan,368,1185.45,31043.16,29,93.42,4.9,7506,2020-08-11,0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,808,1538.33,52524.35,50,95.19,6.24,12951,2020-08-11,0
10017,East Midtown/Murray Hill,Manhattan,165,1023.12,16127.22,8,49.61,4.78,3455,2020-08-11,1
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,259,2717.32,9531.44,5,52.46,7,3699,2020-08-11,2
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,684,1683.43,40631.45,42,103.37,6.38,10713,2020-08-11,2
10021,Lenox Hill/Upper East Side,Manhattan,623,1410.28,44175.61,64,144.88,5.74,10863,2020-08-11,0
10022,East Midtown,Manhattan,387,1275.76,30334.8,32,105.49,5.33,7266,2020-08-11,0
10023,Lincoln Square,Manhattan,642,1065.12,60274.81,54,89.59,4.98,12902,2020-08-11,4
10024,Upper West Side,Manhattan,809,1410.94,57337.68,75,130.8,6.07,13320,2020-08-11,1
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1503,1627.8,92333.47,177,191.7,6.58,22825,2020-08-11,1
10026,Central Harlem (South),Manhattan,730,1870.93,39018.03,47,120.46,9.78,7468,2020-08-11,1
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1164,1829.3,63631.04,113,177.59,9.28,12537,2020-08-11,2
10028,Upper East Side/Yorkville,Manhattan,526,1070.08,49155.08,33,67.13,5.33,9871,2020-08-11,0
10029,East Harlem,Manhattan,1978,2508.83,78841.52,212,268.89,11.45,17280,2020-08-11,3
10030,Central Harlem (North),Manhattan,562,1916.66,29321.91,56,190.98,10.8,5202,2020-08-11,0
10031,Hamilton Heights/West Harlem,Manhattan,1487,2455.54,60556.93,132,217.98,11.66,12753,2020-08-11,5
10032,Washington Heights (South),Manhattan,1714,2787.33,61492.57,174,282.96,12.67,13528,2020-08-11,2
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1484,2506.32,59210.43,121,204.36,12.5,11868,2020-08-11,1
10034,Inwood/Washington Heights (North),Manhattan,840,1950.15,43073.65,71,164.83,10.22,8221,2020-08-11,2
10035,East Harlem,Manhattan,1113,3232.96,34426.65,136,395.04,13.27,8385,2020-08-11,2
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,503,1919.02,26211.25,40,152.61,7.36,6835,2020-08-11,1
10037,Central Harlem (North)/East Harlem,Manhattan,565,2736.13,20649.62,63,305.09,11.34,4983,2020-08-11,0
10038,Chinatown/Financial District,Manhattan,282,1279.03,22047.96,28,127,6.8,4146,2020-08-11,0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,594,2245.11,26457.52,64,241.9,11.92,4982,2020-08-11,0
10040,Washington Heights (North),Manhattan,1256,2803.05,44808.28,119,265.58,12.96,9695,2020-08-11,2
10044,Roosevelt Island,Manhattan,256,2187.98,11700.29,36,307.68,10.76,2379,2020-08-11,0
10065,Lenox Hill/Upper East Side,Manhattan,354,1218.11,29061.49,28,96.35,4.92,7195,2020-08-11,0
10069,Lincoln Square,Manhattan,67,1057.09,6338.13,2,31.56,5.32,1260,2020-08-11,0
10075,Lenox Hill/Upper East Side,Manhattan,441,1865.95,23634.14,45,190.4,7.13,6189,2020-08-11,0
10128,Upper East Side/Yorkville,Manhattan,705,1149.11,61351.93,41,66.83,5.33,13239,2020-08-11,0
10280,Battery Park City,Manhattan,62,644.58,9618.7,0,0,4.6,1348,2020-08-11,0
10282,Battery Park City,Manhattan,84,1523,5515.44,15,271.96,9.04,929,2020-08-11,0
10301,Silver Lake/St. George,Staten Island,1296,3271.61,39613.55,106,267.59,15.18,8535,2020-08-11,2
10302,Elm Park,Staten Island,680,3622.03,18773.99,32,170.45,19.01,3577,2020-08-11,-1
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,932,3552.96,26231.66,47,179.17,17.04,5470,2020-08-11,0
10304,New Dorp/Todt Hill,Staten Island,1493,3517.19,42448.71,182,428.75,16.12,9263,2020-08-11,1
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1347,3164.87,42560.99,80,187.97,15.97,8435,2020-08-11,0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1556,2898.35,53685.66,82,152.74,13.96,11144,2020-08-11,2
10307,Tottenville,Staten Island,414,2721.08,15214.56,15,98.59,15.33,2700,2020-08-11,-1
10308,Great Kills,Staten Island,697,2351.92,29635.33,28,94.48,13.89,5018,2020-08-11,2
10309,Charleston/Prince's Bay/Woodrow,Staten Island,907,2748.07,33004.98,31,93.93,14.46,6274,2020-08-11,1
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,749,3137.7,23870.96,33,138.24,14.78,5067,2020-08-11,1
10312,Annadale/Rossville,Staten Island,1650,2736.12,60304.33,59,97.84,14.66,11255,2020-08-11,1
10314,Bloomfield/Freshkills Park,Staten Island,2853,3140.88,90834.29,201,221.28,15.49,18420,2020-08-11,3
10451,Concourse/Melrose,Bronx,1711,3585.59,47718.77,150,314.34,15.3,11183,2020-08-11,0
10452,Concourse/Highbridge,Bronx,2675,3472.45,77035.04,172,223.28,15.91,16814,2020-08-11,1
10453,Morris Heights/Mount Hope/University Heights,Bronx,2647,3260.49,81184.04,165,203.24,16.94,15629,2020-08-11,2
10454,Mott Haven/Port Morris,Bronx,1256,3285.94,38223.41,105,274.7,15.26,8231,2020-08-11,1
10455,Mott Haven,Bronx,1432,3395.43,42174.38,111,263.19,16.18,8852,2020-08-11,3
10456,Claremont/Morrisania,Bronx,2795,2991.16,93441.91,291,311.42,14.9,18754,2020-08-11,3
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2447,3276.43,74685.06,186,249.05,15.1,16208,2020-08-11,3
10458,Belmont/Fordham University/Kingsbridge,Bronx,2354,2808.81,83807.74,126,150.34,15.8,14900,2020-08-11,1
10459,Charlotte Gardens/Hunts Point,Bronx,1649,3410.23,48354.56,166,343.3,15.9,10370,2020-08-11,0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1847,3074.58,60073.25,127,211.41,16.17,11423,2020-08-11,1
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1959,3959.21,49479.56,139,280.92,16.39,11955,2020-08-11,2
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2447,3164.26,77332.41,183,236.64,15.07,16238,2020-08-11,4
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2219,3112.76,71287.33,215,301.6,13.23,16775,2020-08-11,4
10464,City Island,Bronx,134,3078.22,4353.16,9,206.75,12.47,1075,2020-08-11,0
10465,Country Club/Throgs Neck,Bronx,1580,3671.82,43030.43,86,199.86,15.91,9928,2020-08-11,0
10466,Edenwald/Wakefield,Bronx,2578,3572.29,72166.65,169,234.18,18.15,14200,2020-08-11,2
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3777,3747.62,100784.05,322,319.5,17,22219,2020-08-11,4
10468,Fordham/Kingsbridge/University Heights,Bronx,3064,3995.77,76681.12,221,288.21,16.74,18299,2020-08-11,7
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3207,4484.8,71508.25,363,507.63,18.59,17252,2020-08-11,3
10470,Wakefield/Woodlawn,Bronx,484,3431.71,14103.75,20,141.81,15.6,3103,2020-08-11,0
10471,Fieldston/North Riverdale/Riverdale,Bronx,849,3995.81,21247.28,85,400.05,13.58,6251,2020-08-11,1
10472,Soundview,Bronx,2187,3220.25,67913.94,188,276.82,18.4,11884,2020-08-11,0
10473,Castle Hill/Clason Point/Soundview,Bronx,2122,3426.71,61925.28,137,221.23,16.49,12870,2020-08-11,2
10474,Hunts Point,Bronx,350,2813.94,12438.07,21,168.84,15.32,2285,2020-08-11,0
10475,Co-op City/Edenwald,Bronx,1840,4206.37,43743.21,176,402.35,17.62,10440,2020-08-11,2
11004,Bellerose/Douglaston-Little Neck,Queens,628,3347.81,18758.55,68,362.5,12.9,4869,2020-08-11,2
11101,Astoria (South)/Long Island City/Sunnyside,Queens,715,2031.01,35204.11,40,113.62,7.61,9392,2020-08-11,2
11102,Astoria (North),Queens,699,2142.01,32632.92,80,245.15,9.68,7222,2020-08-11,2
11103,Astoria (North)/Astoria (South),Queens,642,1754.79,36585.65,53,144.87,8.49,7562,2020-08-11,5
11104,Sunnyside,Queens,547,2207.81,24775.7,42,169.52,9.5,5760,2020-08-11,0
11105,Ditmars Steinway,Queens,542,1509.96,35894.88,43,119.79,7.57,7159,2020-08-11,0
11106,Astoria (South),Queens,760,1965.63,38664.4,55,142.25,9.57,7941,2020-08-11,2
11109,Long Island City,Queens,62,1222.72,5070.64,2,39.44,4.86,1275,2020-08-11,0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,804,1320.02,60908.15,95,155.97,5.16,15589,2020-08-11,0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2241,3053.45,73392.42,243,331.1,16.53,13557,2020-08-11,6
11204,Bensonhurst/Mapleton,Brooklyn,2182,2750.8,79322.45,144,181.54,15.13,14419,2020-08-11,1
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,807,1833.54,44013.21,50,113.6,9.04,8931,2020-08-11,1
11206,Williamsburg (South),Brooklyn,1785,2087.8,85496.61,153,178.95,10.61,16823,2020-08-11,2
11207,Cypress Hills/East New York,Brooklyn,2357,2643.66,89156.75,216,242.27,14.8,15924,2020-08-11,2
11208,Cypress Hills/East New York,Brooklyn,2657,2779.07,95607.69,249,260.44,16.3,16302,2020-08-11,4
11209,Bay Ridge/Fort Hamilton,Brooklyn,1252,1866.4,67081.12,115,171.43,9.63,13003,2020-08-11,6
11210,Flatlands/Midwood,Brooklyn,1837,2738.14,67089.29,150,223.58,15.36,11957,2020-08-11,2
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2316,2325.43,99594.67,138,138.56,9.88,23452,2020-08-11,1
11212,Ocean Hill-Brownsville,Brooklyn,2096,2633.5,79589.99,235,295.26,15.39,13617,2020-08-11,4
11213,Crown Heights (East),Brooklyn,1544,2396.55,64425.94,148,229.72,12.56,12296,2020-08-11,2
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1715,1837.5,93333.46,184,197.14,12.17,14091,2020-08-11,1
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,683,976.66,69932.3,46,65.78,4.72,14472,2020-08-11,1
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,848,1526.89,55537.72,76,136.84,7.4,11457,2020-08-11,1
11217,Boerum Hill/Park Slope,Brooklyn,685,1442.81,47476.67,86,181.14,7.18,9545,2020-08-11,0
11218,Kensington/Windsor Terrace,Brooklyn,1889,2491.87,75806.47,137,180.72,12.72,14853,2020-08-11,4
11219,Borough Park,Brooklyn,3254,3504.27,92858.07,235,253.07,15.61,20841,2020-08-11,1
11220,Sunset Park,Brooklyn,1868,1897.41,98450,167,169.63,12.54,14891,2020-08-11,2
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1525,1867.21,81672.44,147,179.99,9.88,15442,2020-08-11,2
11222,Greenpoint,Brooklyn,531,1460.83,36349.16,34,93.54,5.6,9486,2020-08-11,1
11223,Gravesend/Homecrest,Brooklyn,1878,2348.76,79957.11,144,180.1,13.82,13592,2020-08-11,3
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1327,2982.87,44487.34,213,478.79,15.85,8371,2020-08-11,1
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1255,2174.61,57711.49,140,242.59,11.02,11390,2020-08-11,2
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2531,2554.98,99061.32,301,303.85,13.64,18561,2020-08-11,1
11228,Bath Beach/Dyker Heights,Brooklyn,753,1703.04,44215.08,82,185.46,11.83,6366,2020-08-11,0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1936,2280.08,84909.16,151,177.84,10.85,17847,2020-08-11,2
11230,Midwood,Brooklyn,2567,2878.91,89165.77,228,255.7,14.13,18162,2020-08-11,3
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,463,1251.53,36994.7,34,91.91,5.78,8017,2020-08-11,1
11232,Sunset Park,Brooklyn,621,2196.59,28271.09,42,148.56,12.09,5135,2020-08-11,1
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1412,1957.15,72145.54,136,188.51,12.74,11084,2020-08-11,1
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2412,2530.83,95304.8,195,204.61,15.14,15932,2020-08-11,1
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2245,2822.47,79540.14,300,377.17,13.81,16252,2020-08-11,4
11236,Canarsie,Brooklyn,2968,3064.63,96846.99,298,307.7,17.67,16800,2020-08-11,1
11237,Bushwick/East Williamsburg,Brooklyn,1104,2177.7,50695.72,114,224.87,10.72,10295,2020-08-11,3
11238,Clinton Hill/Prospect Heights,Brooklyn,884,1636.56,54015.79,105,194.39,6.59,13412,2020-08-11,0
11239,East New York,Brooklyn,566,4559.6,12413.37,89,716.97,15.65,3617,2020-08-11,0
11354,Flushing/Murray Hill,Queens,1385,2494.67,55518.32,297,534.96,11.43,12116,2020-08-11,1
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1545,1930.91,80013.97,169,211.21,11.26,13727,2020-08-11,1
11356,College Point,Queens,632,2709.8,23322.74,42,180.08,14.8,4271,2020-08-11,2
11357,Whitestone,Queens,896,2241.37,39975.56,105,262.66,12.21,7338,2020-08-11,0
11358,Auburndale/Murray Hill,Queens,629,1769.76,35541.5,43,120.99,9.53,6600,2020-08-11,2
11360,Bayside (North),Queens,339,1797.15,18863.17,27,143.14,9,3767,2020-08-11,1
11361,Bayside (North)/Bayside (South),Queens,489,1748.18,27971.99,58,207.35,9.95,4915,2020-08-11,2
11362,Douglaston-Little Neck,Queens,351,1978.8,17738.01,36,202.95,10.9,3220,2020-08-11,2
11363,Douglaston-Little Neck,Queens,109,1522.55,7159.03,5,69.84,9.3,1172,2020-08-11,0
11364,Bayside (South)/Oakland Gardens,Queens,503,1455.33,34562.6,35,101.27,9.16,5493,2020-08-11,1
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,931,2113.47,44050.79,67,152.1,12.02,7745,2020-08-11,1
11366,Fresh Meadows/Hillcrest,Queens,415,3012.18,13777.39,28,203.23,16.13,2573,2020-08-11,1
